Source_0,Source_1,Source_2,Source_3,Source_4,Source_5,Source_6,Source_7,Source_8,ClassValues
-0.05628,-0.012292,0.013235,-0.016849,-0.019779,0.002949,0.016584,0.003347,-0.035997,Short-term
-0.048673,0.006636,-0.035318,-0.005143,0.010122,-0.011739,0.017227,0.037763,0.005992,Short-term
-0.004505,0.013542,0.00781,0.01393,0.014892,0.00164,0.062611,-0.003797,0.047215,Short-term
-0.036203,-0.018035,0.017367,-0.011772,0.013841,-0.01263,0.012905,0.011566,-0.034047,Short-term
-0.038769,-0.001562,-0.007477,-0.017402,-0.006412,0.004575,0.000865,-0.053576,-0.038449,Short-term
-0.001058,-0.06537,-0.042175,0.005455,0.017519,-0.019322,0.001459,-0.038467,-0.000483,Short-term
-0.02262,-0.011298,0.004769,0.000058,-0.047123,0.034118,0.033886,-0.012158,-0.040492,Short-term
-0.020476,-0.009774,-0.050149,-0.000027,-0.001569,-0.01059,0.005476,-0.037689,0.00025,Short-term
-0.018548,0.008299,-0.020005,-0.014949,0.046386,0.009137,0.032821,-0.032337,0.051646,Short-term
-0.031728,-0.01178,-0.052795,-0.011197,0.004024,-0.00963,0.000294,-0.027421,0.003111,Short-term
-0.037421,0.008643,-0.032672,0.006028,0.004529,-0.012699,0.022409,0.027494,0.003131,Short-term
-0.02573,-0.007408,-0.003227,0.011587,-0.029218,-0.008049,0.028517,-0.008035,-0.021519,Short-term
-0.017732,-0.016892,-0.024675,0.020634,-0.025003,-0.013945,0.030523,0.000751,-0.002447,Short-term
-0.037122,-0.040477,-0.004959,0.009275,-0.016224,0.002457,0.024649,0.001128,-0.02204,Short-term
-0.026734,-0.018497,-0.026792,0.011698,-0.020529,-0.013176,0.026377,0.008966,-0.000158,Short-term
-0.011937,0.009765,-0.02032,-0.001143,0.016658,0.010515,0.024697,0.029905,-0.013337,Short-term
0.015338,0.01923,0.01035,-0.021818,0.052588,-0.026609,0.010292,0.034878,-0.023284,Short-term
0.002736,0.012379,-0.029313,-0.048812,-0.014249,0.008062,0.015205,0.04359,0.000879,Short-term
-0.01911,-0.005205,-0.002575,0.000306,0.008647,-0.025658,0.01818,0.012874,-0.015009,Short-term
0.008447,0.026264,-0.00155,-0.029334,0.00281,0.027654,-0.005523,0.039469,-0.011939,Short-term
-0.022139,0.003013,-0.026343,0.01026,-0.0277,-0.019925,0.027574,0.005595,0.000952,Short-term
-0.021802,-0.009103,0.015596,0.0274,0.058395,0.001161,0.023741,0.013923,-0.04226,Short-term
-0.01152,0.007666,-0.021091,-0.013775,0.035219,0.025169,0.003702,-0.028326,-0.034827,Short-term
0.003583,-0.033506,-0.04203,0.001065,0.007881,-0.029252,0.002217,-0.04147,0.001755,Short-term
-0.014256,0.014968,-0.048115,-0.007444,0.066959,0.022932,0.002178,-0.00138,-0.013593,Short-term
-0.055897,-0.003007,-0.03428,-0.023252,-0.010921,-0.017044,0.012027,0.0364,0.009534,Short-term
-0.05508,-0.033334,-0.009497,-0.011551,-0.009742,0.000812,0.015919,0.017926,-0.016336,Short-term
-0.027504,0.017048,-0.022426,-0.026838,0.048393,0.006723,0.028237,-0.023754,0.055062,Short-term
-0.002463,0.019809,-0.020828,0.0192,0.036583,0.015627,0.030933,0.029214,-0.017452,Short-term
-0.02573,-0.007408,-0.003227,0.011587,-0.029218,-0.008049,0.028517,-0.008035,-0.021519,Short-term
0.007901,-0.032065,-0.031678,-0.003812,0.047114,0.038531,0.024087,0.052319,-0.010682,Short-term
-0.006556,0.022196,0.015476,-0.057251,-0.023566,0.022459,0.01474,0.019488,-0.040109,Short-term
-0.000586,-0.030744,-0.018162,-0.008775,0.080714,0.019904,-0.002809,-0.012998,-0.033971,Short-term
0.000188,0.02386,0.004956,-0.008067,0.043597,-0.002351,0.018573,0.029706,-0.029331,Short-term
0.009832,-0.025183,-0.000317,-0.041815,-0.040824,0.01946,0.020117,0.011431,-0.024881,Short-term
-0.005725,-0.01794,0.028785,-0.024244,-0.011864,-0.047295,0.00935,-0.004793,-0.02905,Short-term
-0.020429,0.00058,-0.050454,-0.00298,-0.004036,-0.013772,0.005038,-0.037321,0.001378,Short-term
-0.014353,-0.016133,0.00764,-0.038379,0.006444,-0.006596,0.00905,0.026245,-0.024501,Short-term
-0.014021,-0.033067,-0.021008,-0.046309,0.024962,-0.045502,-0.019471,-0.022494,-0.004976,Short-term
-0.011844,0.030473,-0.020929,-0.007049,0.011725,0.004151,0.023821,0.030642,-0.011082,Short-term
-0.015873,0.038109,-0.024612,-0.000111,0.038361,0.010416,0.023838,0.042273,-0.011764,Short-term
0.047209,-0.016102,-0.012987,-0.00954,0.015586,0.005702,-0.003228,0.037945,0.005794,Short-term
-0.022233,0.008494,0.000904,-0.009471,0.01603,0.019784,0.022093,0.022805,-0.032964,Short-term
-0.004453,-0.034192,-0.021827,0.021962,0.014439,-0.025766,0.024172,0.014763,0.000092,Short-term
-0.029325,0.030373,-0.01108,0.006043,0.058104,-0.0193,0.016302,0.038926,-0.013545,Short-term
-0.018756,-0.011909,0.022985,-0.026242,0.019246,-0.040262,0.005222,0.015052,-0.027444,Short-term
-0.015388,0.030405,0.001882,-0.008675,0.00774,0.012844,0.024325,0.01738,-0.032426,Short-term
-0.048963,0.018058,0.011588,-0.004645,-0.00367,0.00189,0.020907,0.005447,-0.037285,Short-term
-0.013783,-0.002668,0.021418,-0.010367,0.041408,-0.034765,0.009385,0.018468,-0.030414,Short-term
0.009327,-0.027596,0.017776,-0.0546,-0.013438,-0.037503,0.002825,0.015678,-0.018915,Short-term
0.049212,0.021757,0.017131,-0.032273,-0.01729,0.043643,0.00193,0.019981,-0.030586,Short-term
-0.029358,0.003877,0.018345,-0.010975,0.005551,-0.01957,0.015137,0.006142,-0.033508,Short-term
-0.019063,0.005149,-0.002879,-0.002647,0.00618,-0.02884,0.017742,0.013243,-0.013881,Short-term
-0.006007,0.019741,0.001983,0.017574,0.032599,0.024321,0.031438,0.015952,-0.038795,Short-term
-0.019688,-0.018209,-0.02846,0.014777,0.044202,-0.021722,0.018569,0.03703,0.003398,Short-term
0.000797,-0.020763,0.013034,-0.05213,0.015435,-0.030854,0.000769,0.031416,-0.018453,Short-term
-0.01777,0.004815,-0.02622,-0.003255,0.011283,-0.037341,0.016201,0.028558,0.008035,Short-term
-0.027206,-0.000748,0.002471,-0.025346,-0.006132,0.014288,0.01793,0.019388,-0.029993,Short-term
-0.024436,-0.007742,-0.026567,0.010979,-0.024115,-0.01655,0.026975,0.00728,0.000397,Short-term
-0.050933,0.00605,-0.034297,-0.034368,0.002935,-0.005956,-0.007333,-0.02557,-0.011973,Short-term
-0.057144,0.007681,-0.011244,-0.025597,-0.018491,-0.011724,0.01313,0.021453,-0.011254,Short-term
-0.009078,-0.034456,-0.011713,-0.042972,-0.012622,-0.018181,0.00793,0.029561,-0.003031,Short-term
-0.040611,0.00187,0.015699,-0.022146,0.011144,-0.01861,0.009955,0.01641,-0.030648,Short-term
-0.027113,0.01996,0.001862,-0.031253,-0.011066,0.007924,0.017053,0.020125,-0.027739,Short-term
0.023107,-0.057704,0.007436,0.024506,0.084636,-0.04428,0.013609,0.025785,-0.01619,Short-term
0.014045,-0.006624,0.007053,0.004428,0.008689,-0.051452,0.01819,0.001616,-0.013538,Short-term
-0.042996,-0.005975,0.02187,-0.002683,-0.025372,0.007583,-0.004666,0.000858,-0.026789,Short-term
0.002787,0.007051,-0.012606,-0.029254,-0.001217,-0.022806,0.013888,0.027921,-0.004335,Short-term
-0.045708,-0.044182,-0.007846,-0.012293,0.006811,0.017879,-0.000491,-0.048889,-0.041242,Short-term
-0.011465,0.018204,-0.022945,0.010264,0.041058,0.016396,0.026787,0.037429,-0.015163,Short-term
-0.028032,-0.002482,-0.020464,-0.010205,-0.041131,0.023011,0.028798,0.009687,-0.015732,Short-term
0.020412,-0.027008,0.042589,-0.023111,-0.004881,-0.063546,-0.020779,-0.000427,-0.01435,Short-term
-0.05323,-0.004705,-0.034521,-0.033649,0.006521,-0.002582,-0.007931,-0.023885,-0.012528,Short-term
-0.02983,-0.004562,0.02097,-0.022382,-0.018848,-0.025451,0.013047,-0.001381,-0.031682,Short-term
-0.034285,0.00499,0.019607,-0.029804,-0.019078,-0.028249,0.010536,0.003094,-0.02941,Short-term
0.011628,-0.006447,-0.037145,-0.018479,0.048424,-0.004985,-0.002572,-0.014369,-0.009707,Short-term
0.030774,0.020923,0.00311,-0.022023,0.035312,0.011883,-0.008166,0.045634,-0.010561,Short-term
-0.00237,0.040517,-0.021438,0.013294,0.031649,0.009263,0.030056,0.029951,-0.015197,Short-term
-0.004437,-0.002592,-0.011568,-0.047363,-0.02226,-0.028111,0.008688,0.026559,-0.000793,Short-term
0.020273,-0.008531,-0.005443,-0.019835,-0.032098,-0.027041,0.020527,0.0036,-0.008214,Short-term
0.016724,0.007083,0.000356,-0.043972,-0.051581,0.009338,0.021911,0.006375,-0.023215,Short-term
-0.033672,-0.061117,-0.027161,0.016807,-0.007306,0.000128,0.02502,0.013653,-0.002951,Short-term
-0.027725,-0.01954,0.0054,-0.0338,-0.028065,0.011589,0.016278,0.011497,-0.029295,Short-term
-0.027738,0.002291,-0.050656,-0.042025,0.013674,-0.039291,-0.014046,-0.011245,0.014274,Short-term
-0.031847,-0.032612,0.002326,-0.020956,0.003506,0.024218,0.017171,0.022391,-0.032231,Short-term
-0.033906,-0.00728,0.017591,-0.012491,0.010255,-0.016004,0.013503,0.009881,-0.033492,Short-term
-0.008027,-0.013014,0.011548,-0.046036,-0.023778,-0.016235,0.009631,0.012929,-0.023264,Short-term
-0.043525,0.009702,0.048346,-0.03496,-0.004283,0.012653,0.046583,-0.008724,0.015492,Short-term
-0.000233,0.010094,0.024289,0.000085,0.03223,-0.0391,0.015165,0.006515,-0.03272,Short-term
-0.033859,0.003074,0.017287,-0.015444,0.007788,-0.019186,0.013065,0.010249,-0.032364,Short-term
-0.022181,0.003166,0.017612,0.010087,0.029062,-0.011084,0.020775,0.007136,-0.038178,Short-term
-0.020117,-0.037849,0.019359,0.024133,0.037811,0.001452,0.023564,0.003609,-0.04326,Short-term
-0.013776,0.022946,-0.038632,-0.03852,0.020839,0.053047,0.003545,-0.010236,-0.027913,Short-term
-0.051737,0.014546,-0.003024,-0.037845,-0.039982,0.027069,0.019098,0.015645,-0.029672,Short-term
0.014824,-0.015244,0.030292,-0.00776,0.046155,-0.056994,0.00776,0.010949,-0.028927,Short-term
0.004689,0.024663,0.006014,-0.003598,0.04136,-0.002735,0.020646,0.025599,-0.030476,Short-term
0.023229,0.004537,-0.025952,-0.056367,0.037932,0.007137,-0.009469,-0.006423,-0.018661,Short-term
0.028051,0.012083,0.005206,-0.035664,0.012031,0.006194,-0.011293,0.040165,-0.008163,Short-term
-0.058058,-0.004255,0.010081,-0.007676,0.005739,0.009022,0.017638,0.012925,-0.037251,Short-term
-0.037679,-0.037562,-0.003574,-0.023068,-0.00187,-0.023638,0.008675,0.021044,-0.01086,Short-term
-0.055335,0.004585,0.007985,0.005965,0.029019,0.014711,0.020765,0.018394,-0.039649,Short-term
-0.021525,-0.031103,0.025386,-0.03693,-0.001567,-0.042769,0.002533,0.009214,-0.026173,Short-term
-0.024955,-0.000346,0.003,-0.023112,-0.007251,0.014096,0.018966,0.017335,-0.030566,Short-term
-0.003007,0.006582,0.009677,-0.033114,-0.004083,-0.01392,0.013356,0.016713,-0.025107,Short-term
-0.046857,0.003079,-0.003981,-0.016063,-0.012886,0.03893,0.024138,0.018325,-0.034897,Short-term
-0.03848,-0.012984,-0.054383,-0.0179,0.007379,-0.009054,-0.002815,-0.02126,0.004827,Short-term
-0.020654,-0.019128,-0.05078,-0.015057,0.042118,-0.024441,-0.007532,-0.010987,0.00735,Short-term
-0.017778,-0.027246,-0.024371,0.023587,-0.022536,-0.010763,0.030961,0.000383,-0.003574,Short-term
-0.049482,-0.000734,0.014518,-0.013099,-0.025602,-0.000809,0.019256,-0.002445,-0.036586,Short-term
-0.016131,-0.034284,-0.022152,-0.003569,-0.006834,-0.033868,0.016461,0.017876,0.005907,Short-term
-0.03109,0.022268,0.014886,-0.004756,0.028602,-0.016679,0.015753,0.016088,-0.033635,Short-term
0.018722,0.017419,0.021814,-0.042355,0.000204,-0.036151,-0.019723,0.025924,-0.007008,Short-term
-0.033813,0.013428,0.016982,-0.018397,0.005321,-0.022368,0.012626,0.010618,-0.031237,Short-term
-0.025002,-0.0107,0.003305,-0.020159,-0.004784,0.017278,0.019404,0.016966,-0.031693,Short-term
-0.026329,0.001571,-0.017582,-0.065401,0.039697,-0.022263,0.011647,-0.013784,0.066369,Short-term
-0.013661,0.027696,-0.011671,-0.037406,-0.03081,0.037639,0.024589,0.023471,-0.025957,Short-term
-0.008704,0.011362,0.015604,-0.036645,0.014697,0.018288,0.048898,0.018157,0.041139,Short-term
-0.040615,-0.013772,0.001503,-0.042902,0.029418,0.016668,0.023382,-0.037061,0.035578,Short-term
-0.04167,-0.019757,-0.006011,-0.046074,0.013994,-0.014964,-0.015269,-0.032344,-0.028951,Short-term
-0.034306,-0.010929,-0.007664,0.01701,0.002123,0.001782,0.026899,0.007335,-0.022184,Short-term
-0.026822,-0.028699,0.017467,0.014477,0.0387,-0.001154,0.020017,0.010138,-0.040416,Short-term
-0.036888,0.006157,0.022972,-0.029372,0.04401,0.027484,0.028648,-0.048592,0.011819,Short-term
-0.016412,0.0092,0.022905,-0.029914,0.013194,-0.046818,0.005382,0.013735,-0.025761,Short-term
0.003034,0.005665,0.044744,-0.034038,-0.021517,0.019756,0.054567,-0.017004,0.017616,Short-term
-0.021118,0.00869,0.037234,-0.029224,-0.026034,0.044783,0.058703,-0.013961,0.013857,Short-term
0.021234,0.002934,0.029319,-0.036394,0.027056,0.0443,0.053697,0.016092,0.022399,Short-term
-0.021066,0.003362,0.053942,-0.009666,-0.013002,0.013915,0.057385,-0.029629,0.008643,Short-term
0.011946,0.002092,-0.037129,0.041527,-0.028178,0.020307,0.047404,-0.002755,-0.006496,Short-term
-0.013678,0.001784,-0.048867,0.003723,-0.007392,-0.014348,0.008147,-0.043482,-0.000339,Short-term
-0.015528,-0.026844,-0.023842,0.025822,-0.023655,-0.010955,0.031997,-0.001671,-0.004146,Short-term
-0.016345,0.029671,-0.021987,-0.011517,0.013962,0.004535,0.021748,0.034749,-0.009938,Short-term
-0.003794,0.015662,-0.02567,0.021556,0.028971,-0.032613,0.024509,0.02376,0.002776,Short-term
-0.015519,0.005217,-0.025691,-0.001021,0.010164,-0.037533,0.017237,0.026504,0.007463,Short-term
-0.039858,0.03542,0.041,0.001495,0.067796,0.030104,0.05389,0.011793,0.009441,Short-term
0.02234,-0.001802,-0.022557,-0.055142,-0.005028,-0.013398,0.009435,0.044285,0.004655,Short-term
0.010364,0.009989,0.011916,-0.037693,0.030426,-0.032105,0.006129,0.031462,-0.020313,Short-term
-0.045559,-0.012936,-0.01031,0.00584,0.007716,0.002742,0.021717,0.017603,-0.019323,Short-term
-0.016864,0.010878,-0.019058,-0.019971,-0.007971,0.001836,0.020096,0.026857,-0.009239,Short-term
-0.047299,0.005271,-0.012218,-0.014932,0.022461,0.011224,-0.00119,-0.037838,-0.037987,Short-term
0.007277,0.026059,0.010618,0.03174,0.027006,0.028954,0.010187,0.013462,-0.029588,Short-term
0.018801,-0.017552,0.017267,-0.034257,0.006487,-0.032391,0.009061,0.014987,-0.02303,Short-term
-0.014867,-0.050607,0.027582,-0.024321,0.000011,-0.036981,0.006519,0.002316,-0.030144,Short-term
-0.021151,-0.027691,0.006357,-0.042128,0.012267,-0.002838,0.006379,0.032038,-0.023912,Short-term
-0.035642,0.000605,-0.029518,-0.003145,-0.020989,-0.018772,0.021355,0.017917,0.004385,Short-term
-0.027112,-0.011364,0.004678,-0.029497,0.022706,0.015516,0.029601,-0.049384,0.032145,Short-term
-0.001552,-0.015998,-0.023292,0.050633,-0.005967,-0.006226,0.040306,-0.00647,-0.009405,Short-term
-0.040684,-0.003032,-0.055216,-0.023087,0.006031,-0.012043,-0.00429,-0.018838,0.006527,Short-term
-0.041925,-0.007689,0.050869,-0.059163,0.013886,-0.00727,0.032521,0.008401,0.023845,Short-term
-0.043551,0.009242,0.036821,0.005618,-0.009661,0.012997,0.025996,-0.016398,-0.062044,Short-term
-0.020029,-0.027647,-0.0249,0.021353,-0.021418,-0.010571,0.029924,0.002436,-0.003002,Short-term
-0.052992,0.025694,0.007905,0.002293,0.022967,0.008155,0.020925,0.017077,-0.037967,Short-term
0.01481,0.010783,0.061473,0.008097,0.010321,-0.006191,0.060522,-0.035418,0.007715,Short-term
0.051756,-0.004945,-0.012234,-0.008025,0.010882,0.002136,-0.001594,0.034206,0.005777,Short-term
0.004212,0.031906,-0.008373,-0.037516,0.001462,0.01907,0.019435,0.034112,-0.022308,Short-term
0.025859,-0.033182,0.01196,-0.067425,0.027277,0.012984,0.037479,0.038587,0.052795,Short-term
-0.033063,-0.037146,0.0539,-0.041367,0.016813,0.001507,0.037982,-0.000919,0.018174,Short-term
0.019708,-0.042813,0.027245,-0.049217,0.021005,0.014379,0.025503,-0.056223,0.01958,Short-term
0.038911,-0.02932,0.005931,-0.027802,-0.011679,0.003113,0.020582,0.011435,-0.02522,Short-term
-0.032366,-0.008999,0.051601,-0.017883,-0.004942,0.018057,0.052641,-0.019729,0.010376,Short-term
-0.012715,-0.012826,0.058053,-0.027166,0.001812,-0.006585,0.046433,-0.018665,0.01528,Short-term
-0.011468,-0.023513,0.035017,-0.024821,0.009382,-0.011905,0.04533,-0.003718,0.036068,Short-term
-0.034616,-0.0094,0.051071,-0.020117,-0.003824,0.018249,0.051605,-0.017675,0.010948,Short-term
-0.000378,-0.005286,0.00819,-0.013567,0.024132,-0.001868,0.017359,0.021446,-0.02976,Short-term
-0.040028,-0.000584,0.025839,-0.030381,0.002168,0.007142,0.046516,0.004169,0.035708,Short-term
-0.00282,-0.015204,0.011574,0.010663,-0.005692,0.001931,0.062434,-0.014111,0.046215,Short-term
-0.022122,-0.002399,0.013669,-0.029113,-0.017345,0.039655,0.056563,0.00304,0.035218,Short-term
0.013746,0.004838,0.02275,-0.038342,-0.002328,0.025141,0.036177,-0.068135,0.015753,Short-term
-0.05091,-0.015044,0.022727,-0.05123,0.028789,0.025938,0.020778,-0.044162,0.015951,Short-term
-0.020174,-0.01115,-0.041298,-0.046133,-0.004002,0.005674,-0.006165,-0.019843,-0.00697,Short-term
-0.036178,-0.0236,-0.010209,0.032089,0.032574,0.014219,0.028829,0.016175,-0.025693,Short-term
-0.023776,-0.031505,0.024856,-0.039164,-0.000449,-0.042577,0.001497,0.011268,-0.025601,Short-term
0.023681,-0.029019,0.016309,-0.012476,0.033582,-0.02053,0.0141,0.017666,-0.028256,Short-term
-0.000783,0.038623,-0.034376,-0.060411,0.026015,0.022617,-0.006648,-0.002274,-0.019038,Short-term
-0.022139,0.029201,0.000295,-0.015377,0.011096,0.01342,0.021216,0.023541,-0.030709,Short-term
0.018187,0.042753,-0.007823,-0.012705,0.01915,0.023799,0.027744,0.029314,-0.027567,Short-term
-0.005326,0.011785,-0.018118,-0.039416,0.046218,-0.001503,-0.009162,-0.014572,-0.025363,Short-term
0.008241,0.02427,-0.00469,-0.044455,-0.025174,0.012805,0.019418,0.022482,-0.021626,Short-term
0.023195,-0.02196,0.003472,-0.073385,-0.014621,0.006866,-0.010634,-0.039207,-0.038624,Short-term
-0.019977,-0.006787,0.018446,0.015274,0.03041,-0.008094,0.02225,0.004714,-0.039878,Short-term
0.007284,-0.013701,0.033952,-0.00107,0.017021,0.009047,0.023484,-0.002452,-0.055092,Short-term
-0.027741,-0.019264,-0.005157,-0.018309,0.034149,-0.007054,-0.006522,-0.037511,-0.035338,Short-term
-0.04113,-0.016922,0.018629,-0.0306,-0.010788,-0.021309,0.008303,0.008519,-0.029949,Short-term
-0.037633,-0.027208,-0.003878,-0.026021,-0.004337,-0.02682,0.008237,0.021412,-0.009733,Short-term
0.052882,0.002897,-0.037468,-0.053698,-0.022772,-0.018805,-0.002155,-0.032484,0.000597,Short-term
-0.025866,0.009273,-0.021174,-0.028908,-0.003496,0.002604,0.01595,0.035072,-0.00695,Short-term
-0.02855,-0.068816,-0.034425,-0.054067,-0.003979,0.064711,-0.003786,-0.015539,-0.02872,Short-term
0.001961,0.031505,-0.008902,-0.03975,0.002581,0.019262,0.018398,0.036166,-0.021735,Short-term
0.014857,-0.021269,0.014824,-0.006382,-0.005631,-0.005911,0.022962,-0.000821,-0.033066,Short-term
-0.007159,-0.048444,0.020281,-0.031052,0.001513,0.028125,0.050035,0.006738,0.036756,Short-term
-0.010123,-0.071581,-0.017961,-0.017397,0.014032,-0.047812,0.005349,0.030157,0.010861,Short-term
0.011437,-0.01585,0.065563,-0.031981,0.006328,-0.031611,0.042298,-0.021709,0.019039,Short-term
-0.031728,-0.01178,-0.052795,-0.011197,0.004024,-0.00963,0.000294,-0.027421,0.003111,Short-term
-0.037161,-0.01877,-0.006503,-0.014614,0.020063,-0.02094,0.010327,0.028935,-0.011559,Short-term
-0.036084,0.003134,0.028282,-0.058256,0.014285,-0.019338,0.032615,0.019977,0.045744,Short-term
-0.036276,-0.022937,-0.053549,-0.012713,0.008728,-0.006064,-0.001341,-0.023682,0.003128,Short-term
-0.008147,-0.002082,-0.032425,-0.069662,0.012372,0.026858,-0.010533,-0.004742,-0.018878,Short-term
-0.010274,-0.003022,-0.044127,-0.01143,0.042789,0.019849,0.002599,-0.013379,-0.014039,Short-term
-0.033979,-0.012182,-0.053324,-0.013431,0.005142,-0.009438,-0.000743,-0.025367,0.003683,Short-term
-0.016131,-0.034284,-0.022152,-0.003569,-0.006834,-0.033868,0.016461,0.017876,0.005907,Short-term
-0.024726,0.00368,0.020338,0.011476,-0.037906,-0.002922,0.030656,-0.025036,-0.042879,Short-term
-0.024343,0.012966,-0.027176,0.005073,-0.029048,-0.022914,0.026099,0.008017,0.002652,Short-term
-0.048188,-0.001068,-0.008823,-0.013707,-0.020499,-0.009311,0.017714,0.01287,-0.01467,Short-term
-0.031141,0.001408,-0.028459,0.001324,-0.023226,-0.019156,0.023428,0.01381,0.003241,Short-term
0.009369,-0.00156,0.000459,-0.080065,-0.031404,-0.012999,0.003266,0.032083,-0.011446,Short-term
-0.033439,-0.009347,-0.028684,0.002042,-0.01964,-0.015782,0.02283,0.015495,0.002686,Short-term
-0.049528,-0.011088,0.014822,-0.010146,-0.023135,0.002373,0.019694,-0.002814,-0.037713,Short-term
0.00363,0.003036,-0.015697,-0.027526,0.04421,0.000911,-0.004579,-0.023155,-0.028779,Short-term
-0.012399,0.004127,0.034558,-0.001082,0.035291,0.03434,0.013018,-0.061719,0.017038,Short-term
-0.037539,-0.0065,-0.004487,-0.031927,-0.009271,-0.033184,0.00736,0.022149,-0.007478,Short-term
-0.001931,-0.003729,-0.021276,0.03332,-0.0353,-0.018471,0.037339,-0.013256,-0.005324,Short-term
-0.028933,0.001962,0.016024,0.003384,0.032417,-0.010507,0.017666,0.013297,-0.036462,Short-term
-0.030115,-0.008597,0.05213,-0.015649,-0.006061,0.017865,0.053678,-0.021783,0.009804,Short-term
-0.026571,-0.008529,0.029318,-0.014023,-0.002076,0.009171,0.053173,-0.008521,0.031148,Short-term
-0.030184,0.002143,-0.00459,0.004166,-0.029447,-0.010847,0.026006,-0.003559,-0.019247,Short-term
-0.031728,-0.01178,-0.052795,-0.011197,0.004024,-0.00963,0.000294,-0.027421,0.003111,Short-term
-0.028116,-0.022453,-0.018887,-0.029386,0.031395,0.010389,0.027461,-0.032383,0.053506,Short-term
-0.037846,0.010558,-0.030351,-0.008332,-0.022337,-0.021762,0.01988,0.020339,0.006085,Short-term
-0.050821,-0.010755,0.038163,-0.009538,-0.028238,0.010874,0.021235,-0.018129,-0.059629,Short-term
-0.013107,-0.02682,-0.015396,-0.036034,0.014014,-0.011916,0.007947,0.041192,-0.003712,Short-term
-0.014333,-0.006016,-0.036948,-0.017029,0.009679,0.047939,0.025854,0.046891,-0.009805,Short-term
-0.008512,-0.00531,-0.014947,-0.037472,0.006843,-0.018664,0.009144,0.037821,-0.002602,Short-term
-0.02279,-0.01478,-0.024348,-0.016177,-0.008412,-0.039656,0.012476,0.024774,0.009878,Short-term
-0.020007,-0.016864,0.031825,-0.049343,0.02995,0.000336,0.019752,-0.053367,0.017994,Short-term
-0.021155,-0.075434,0.025218,0.007225,-0.006054,-0.003946,0.02026,-0.012175,-0.041863,Short-term
-0.037846,0.010558,-0.030351,-0.008332,-0.022337,-0.021762,0.01988,0.020339,0.006085,Short-term
0.019533,0.028849,-0.042573,-0.038836,0.035834,0.072969,-0.020067,0.011162,-0.011542,Short-term
-0.00992,-0.009726,-0.018567,-0.037978,0.053389,0.005245,-0.010359,-0.011202,-0.026474,Short-term
-0.015876,-0.046014,-0.012996,-0.046722,-0.006799,-0.014423,0.005259,0.035354,-0.002442,Short-term
-0.012733,-0.099135,-0.012117,-0.010011,0.02367,-0.032288,-0.021842,0.040938,0.020691,Short-term
0.04204,-0.066943,-0.008653,-0.040594,-0.005013,0.018524,-0.029161,-0.032331,-0.014282,Short-term
0.028447,-0.005936,-0.022835,-0.001482,0.051793,0.050879,-0.015925,-0.013827,-0.022427,No-use
-0.012834,-0.076177,-0.031966,-0.008484,-0.001037,0.060958,0.02743,0.035103,-0.015315,No-use
0.015835,0.027793,-0.046788,0.005253,0.082439,-0.048211,-0.003619,-0.008147,0.007978,No-use
-0.045428,0.017942,-0.009673,-0.030011,-0.00799,-0.001213,-0.00312,-0.046678,-0.034478,No-use
-0.000808,0.012311,-0.006502,-0.050438,-0.018233,0.016755,0.01571,0.030328,-0.020465,No-use
0.096847,0.039287,-0.017722,-0.018751,-0.040228,0.025208,-0.004385,-0.05548,-0.015606,No-use
-0.03834,0.018077,-0.055296,-0.026759,-0.000021,-0.018599,-0.00413,-0.020155,0.00821,No-use
-0.018106,0.005884,0.020991,0.000195,-0.000042,-0.020531,0.02032,-0.004126,-0.036369,No-use
0.004578,0.019252,0.026913,0.037567,-0.054915,-0.0086,0.043691,-0.051365,-0.04919,No-use
0.039617,0.0047,-0.024855,-0.005523,-0.03841,-0.040261,0.026839,0.002854,0.010253,No-use
-0.021479,-0.020749,0.025081,-0.039883,-0.004034,-0.045951,0.002095,0.009582,-0.025045,No-use
0.004212,0.031906,-0.008373,-0.037516,0.001462,0.01907,0.019435,0.034112,-0.022308,No-use
-0.025087,-0.025535,-0.024573,-0.015458,-0.004827,-0.036282,0.011878,0.026459,0.009323,No-use
0.010667,-0.096994,-0.022462,-0.039736,0.022767,0.0162,0.008197,0.051238,-0.002631,No-use
-0.044036,0.016945,0.010326,0.014183,0.020959,0.010568,0.025509,0.008494,-0.041382,No-use
-0.041692,0.038055,0.010246,0.010511,0.014907,0.004012,0.025669,0.007177,-0.0397,No-use
-0.033766,0.023782,0.016678,-0.02135,0.002855,-0.02555,0.012188,0.010986,-0.030109,No-use
-0.010368,0.023812,-0.026627,0.029884,-0.011361,-0.018186,0.034408,0.003219,-0.002607,No-use
0.015044,0.020146,0.013605,-0.018194,-0.015498,-0.018639,0.021209,0.000652,-0.028557,No-use
0.022089,-0.005754,-0.014701,0.010522,0.010437,-0.06053,0.019758,0.01077,0.006662,No-use
0.034148,-0.015013,-0.034862,-0.052272,-0.026331,-0.019773,-0.016045,0.051273,0.037049,No-use
0.032142,0.017294,0.010677,0.016395,-0.005193,-0.059353,0.025605,-0.014077,-0.01586,No-use
-0.004714,0.025097,-0.048294,-0.01123,0.02442,-0.038513,-0.002029,-0.02389,0.007854,No-use
-0.049503,0.015224,-0.013052,-0.020119,0.021113,0.008234,-0.002665,-0.035416,-0.036287,No-use
-0.038271,0.007337,0.001423,-0.046574,0.023365,0.010112,0.023542,-0.038378,0.037261,No-use
